Type,Word,Frequency
명사,Kunst,1
명사,Kirsche,1
명사,Pflaume,1
명사,Pfirsiche,1
명사,Bohnen,1
명사,Karott,1
명사,Leiben,1
명사,Bewohner,1
명사,Kaktee,1
명사,Orchidee,1
명사,Katalysator,1
명사,Bremse,1
명사,Steil,1
명사,Gang,1
명사,Link,1
명사,Seitenfenster,1
명사,Rauch,1
명사,Lautstärke,1
명사,Älter,1
명사,Tinte,1
명사,Tintenpatron,1
명사,Komponist,1
명사,Nachtmusik,1
명사,Schulfreund,1
명사,Jünger,1
명사,Salzen,1
명사,Spielsache,1
명사,Neuigkeit,1
명사,Meprüfung,1
명사,Kriminalfilm,1
명사,Adjektivendung,1
명사,Erlebnis,1
명사,Berufschance,1
명사,Gedächtnis,1
명사,Antiquariat,1
명사,Mehre,1
명사,Romanfabrik,1
명사,Französischer,1
명사,Musketiere,1
명사,Abenteuerroman,1
명사,Idee,1
명사,Handlung,1
명사,Fortsetzunge,1
명사,Rätsel,1
명사,Dritt,1
명사,Ended,1
명사,Topf,1
명사,Frühjahr,1
명사,Wasserhahn,1
명사,Jacke,1
명사,Trainer,1
명사,Marktfrau,1
명사,Tüte,1
명사,Hähne,1
명사,Krawatt,1
명사,Hemd,1
명사,Caf,1
명사,Nominalisierte,1
명사,Portier,1
명사,Angeklagter,1
명사,Vorsitzend,1
명사,Betrunkener,1
명사,Gefangener,1
명사,Überlebend,1
명사,Blinde,1
명사,Vorgesetzter,1
명사,Angeklagt,1
명사,Richter,1
명사,Parlament,1
명사,Lieb,1
명사,Gut,1
명사,Reisend,1
명사,Polizeibeamt,1
명사,Arbeitslos,1
명사,Jugendlich,1
명사,Spielkasino,1
명사,Fremd,1
명사,Verwandt,1
명사,Erwachsen,1
명사,Tot,1
명사,Russisch,1
명사,Gefange,1
명사,Krank,1
명사,Parteivorsitzend,1
명사,Blind,1
명사,Einäugig,1
명사,Glied,1
명사,Vergleichsglied,1
명사,Satzklammer,1
명사,Zwillingsschwester,1
명사,Einkommen,1
명사,Schmuck,1
명사,Schwägerin,1
명사,Maximum,1
명사,Vergleiche,1
명사,Drücken,1
명사,Petra,1
명사,Komparationsforme,1
명사,Umlaut,1
명사,Amer,1
명사,Bupere,1
명사,Paul,1
명사,Nieiat,1
명사,Rekord,1
명사,Eindang,1
명사,Tirläuft,1
명사,Ortistes,1
명사,Bute,1
명사,Kirchturm,1
명사,Nordpol,1
명사,Stadtpark,1
명사,Model,1
명사,Acer,1
명사,Personalpronome,1
명사,Rose,1
명사,Durst,1
명사,Besorgtum,1
명사,Geschwester,1
명사,Demlehrer,1
명사,Normalfall,1
명사,Computerspiel,1
명사,Wirst,1
명사,Ohrringe,1
명사,Rasenmäher,1
명사,Aufihn,1
명사,Fragepronomen,1
명사,Pronominalform,1
명사,Direktor,1
명사,Stromrechnung,1
명사,Zweifelst,1
명사,Gesprächspartner,1
명사,Wesweg,1
명사,Staubsauger,1
명사,Panama,1
명사,Pianist,1
명사,Vermieterin,1
명사,Akzent,1
명사,Wintersache,1
명사,Sorte,1
명사,Rees,1
명사,Münze,1
명사,Orang,1
명사,Stadtplan,1
명사,Reißverschlüs,1
명사,Stift,1
명사,Karteikarte,1
명사,Heft,1
명사,Renat,1
명사,Barbaras,1
명사,Vereinten,1
명사,Retten,1
명사,Diskothek,1
명사,Sprechstunde,1
명사,Radiound,1
명사,Temporaler,1
명사,Früfung,1
명사,Feiertag,1
명사,Trennung,1
명사,Nimm,1
명사,Jahrhundert,1
명사,Schieb,1
명사,August,1
명사,September,1
명사,Ergebnis,1
명사,Weihnachtsferi,1
명사,Drogenhandel,1
명사,Brücke,1
명사,Mitternacht,1
명사,Sally,1
명사,Gönül,1
명사,Ergingand,1
명사,Spiegelihängt,1
명사,Mietpreis,1
명사,Jemand,1
명사,Kinderwag,1
명사,Sprachenzentrum,1
명사,Mittagspause,1
명사,Mittwoch,1
명사,Mietpreise,1
명사,Durebschnitt,1
명사,Stadtmitte,1
명사,Kirchturmuhr,1
명사,Einzelsubjekt,1
명사,Sonalform,1
명사,Sommerferie,1
명사,Drittel,1
명사,Wüste,1
명사,Bring,1
명사,Marmelade,1
명사,Fahrt,1
명사,Kursraum,1
명사,Nebensatzbildung,1
명사,Oktober,1
명사,Fahrradtour,1
명사,Flur,1
명사,Treppe,1
명사,Intensivkurs,1
명사,Anwesenheitspflicht,1
명사,Kursgebühr,1
명사,Sportplatz,1
명사,Wurst,1
명사,Sonntagabend,1
명사,Arn,1
명사,Schlosstheater,1
명사,Abendhimmel,1
명사,Stern,1
명사,Begleitung,1
명사,Direktorin,1
명사,Sturm,1
명사,Suppe,1
명사,Leidtun,1
명사,Opposition,1
명사,Tasse,1
명사,Patientin,1
명사,Reisebüro,1
명사,Bahnhofshotel,1
명사,Autoabgabe,1
명사,Abwaschen,1
명사,Zirkusclown,1
명사,Türundall,1
명사,Erklärung,1
명사,Glocke,1
명사,Leg,1
명사,Dat,1
명사,Decke,1
명사,Hörsaal,1
명사,Kindergarten,1
명사,Abwässer,1
명사,Kleider,1
명사,Terrasse,1
명사,Augenarzt,1
명사,Waschbecken,1
명사,Brieftasch,1
명사,Haken,1
명사,Zimme,1
명사,Schornsteinfeger,1
명사,Schatten,1
명사,Sessel,1
명사,Stecker,1
명사,Steckdose,1
명사,Steeken,1
명사,Hosentasch,1
명사,Mülleimer,1
명사,Schaukelpferd,1
명사,Goethestraße,1
명사,Autod,1
명사,Pferd,1
명사,Hausbewohner,1
명사,Affe,1
명사,Bananeind,1
명사,Preisunterschied,1
명사,Zoogeschäft,1
명사,Spezialisieren,1
명사,Krebs,1
명사,Ehrlichkeit,1
명사,Fortschritt,1
명사,Sozialamt,1
명사,Busfahrer,1
명사,Gegenverkehr,1
명사,Produktion,1
명사,Ersatzteil,1
명사,Lektüre,1
명사,Honorar,1
명사,Krach,1
명사,Verkürzung,1
명사,Schulzeit,1
명사,Türke,1
명사,Grieche,1
명사,Chancengleichheit,1
명사,Fahrpreiserhöhung,1
명사,Vorwurf,1
명사,Handeln,1
명사,Trauern,1
명사,Wiederholung,1
명사,Heimatstadt,1
명사,Dollar,1
명사,Rücken,1
명사,Studienplan,1
명사,Stimmung,1
명사,Zwillingsbruder,1
명사,Terrorist,1
명사,Gewitter,1
명사,Gefahr,1
명사,Gefährlichkeit,1
명사,Experiment,1
명사,Mitkommen,1
명사,Terrorismus,1
명사,Arbeitsbedingung,1
명사,Lottogewinn,1
명사,Mode,1
명사,Mathematiklehrerin,1
명사,Gastfreundschaft,1
명사,Verstand,1
명사,Maschinenbau,1
명사,Ingenieur,1
명사,Mittagessen,1
명사,Zusage,1
명사,Diktat,1
명사,Darfich,1
명사,Kabinett,1
명사,Eigentum,1
명사,Internet,1
명사,Flugmöglichkeit,1
명사,Sinfonie,1
명사,Bezahlung,1
명사,Kusin,1
명사,Chinesin,1
명사,Boutique,1
명사,Teilnahme,1
명사,Klima,1
명사,Cousin,1
명사,Chirurg,1
명사,Herztransplantation,1
명사,Verkehrszeichen,1
명사,Senkung,1
명사,Umweltverschmutzung,1
명사,Studienbescheinigung,1
명사,Mitbewohnerin,1
명사,Unterlegen,1
명사,Schachweltmeister,1
명사,Gegner,1
명사,Reich,1
명사,Schuld,1
명사,Einlösung,1
명사,Scheck,1
명사,Feuchtigkeit,1
명사,Trope,1
명사,Benehmen,1
명사,Anfänger,1
명사,Geburt,1
명사,Fremdsprachenkenntnis,1
명사,Bodenschätz,1
명사,Qualität,1
명사,Marathonstrecke,1
명사,Künstler,1
명사,Ausgang,1
명사,Droge,1
명사,Erfahrung,1
명사,Reis,1
명사,Mannschaft,1
명사,Mannschafte,1
명사,Konservierungsmittel,1
명사,Brotschneide,1
명사,Einsteigen,1
명사,Teilnehmer,1
명사,Kängurus,1
명사,Kalorie,1
명사,Militär,1
명사,Sturz,1
명사,Strahle,1
명사,Sechzehnjährige,1
명사,Autofahren,1
명사,Illustrierten,1
명사,Wahlergebnis,1
명사,Meinung,1
명사,Maier,1
명사,Reaktion,1
명사,Überfallene,1
명사,Gemüsehändler,1
명사,Kneipe,1
명사,Spüle,1
명사,Vermieter,1
명사,Fremde,1
명사,Tageszeit,1
명사,Bahn,1
명사,Medizinstudium,1
명사,Verbstamm,1
명사,Krankenversicherung,1
명사,Gelegenheit,1
명사,Studienort,1
명사,Zweifel,1
명사,Ungewissheit,1
명사,Fragewort,1
명사,Ahnuns,1
명사,Schlafwag,1
명사,Speisewag,1
명사,Geburtsdatum,1
명사,Schwiegermutter,1
명사,Fehlen,1
명사,Test,1
명사,Aspirin,1
명사,Lineal,1
명사,Ziehen,1
명사,Linie,1
명사,Prädikatsverb,1
명사,Auge,1
명사,Paco,1
명사,Glatteis,1
명사,Zeitpunkt,1
명사,Ferienbeginn,1
명사,Papst,1
명사,Geschäftsreise,1
명사,Blatt,1
명사,Herbst,1
명사,Urgroßvater,1
명사,Brunnen,1
명사,Strom,1
명사,Sportlerin,1
명사,Pfeif,1
명사,Rückwärtsfahren,1
명사,Telefonieren,1
명사,Zugfahrt,1
명사,Aussteigen,1
명사,Unterhaltung,1
명사,Monopoly,1
명사,Gegensatz,1
명사,Harz,1
명사,Krokusse,1
명사,Rechtshänder,1
명사,Großstadt,1
명사,Agrarland,1
명사,Industrie,1
명사,Briefkasten,1
명사,Stehen,1
명사,Bestehen,1
명사,Ginn,1
명사,Erstes,1
명사,Beendigung,1
명사,Berufsausbildung,1
명사,Duschen,1
명사,Schlafengehe,1
명사,Fahrkarte,1
명사,Musiker,1
명사,Instrument,1
명사,Sperrung,1
명사,Visum,1
명사,Orchester,1
명사,Auslandsreise,1
명사,Tan,1
명사,Diplomarbeit,1
명사,Tennisspielen,1
명사,Reporter,1
명사,Presseclub,1
명사,Hauptsatzgeschehen,1
명사,Abschluss,1
명사,Kaufen,1
명사,Tanken,1
명사,Berührung,1
명사,Schalter,1
명사,Aufstehen,1
명사,Überqueren,1
명사,Zusammenstoß,1
명사,Besichtigung,1
명사,Treffen,1
명사,Rettung,1
명사,Erdbebenopfer,1
명사,Linksverkehr,1
명사,Kreditzinse,1
명사,Zeitunglesen,1
명사,Zahlung,1
명사,Lösegeld,1
명사,Geisel,1
명사,Kausalsätz,1
명사,Ursache,1
명사,Lie,1
명사,Behinderung,1
명사,Ausaängst,1
명사,Satzgefug,1
명사,Bibliothek,1
명사,Lederjacke,1
명사,Fahrplan,1
명사,Mittag,1
명사,Weshalb,1
명사,Carme,1
명사,Aziz,1
명사,Zugverspätung,1
명사,Alter,1
명사,Krankheitsgründe,1
명사,Schnee,1
명사,Trockenheit,1
명사,Korn,1
명사,Eifersucht,1
명사,Finalsatz,1
명사,Inge,1
명사,Bürgeramt,1
명사,Kontoauszug,1
명사,Schauspieler,1
명사,Verbesserung,1
명사,Sprachkenntnisse,1
명사,Korrektur,1
명사,Kennenlern,1
명사,Kursteilnehmer,1
명사,Schutz,1
명사,Einbrechern,1
명사,Juwelier,1
명사,Alarmanlage,1
명사,Beruhigung,1
명사,Straßenglätte,1
명사,Zins,1
명사,Tank,1
명사,Tanke,1
명사,Gardin,1
명사,Sonnenschein,1
명사,Komplikation,1
명사,Originalzeugnis,1
명사,Antragstellung,1
명사,Vöglein,1
명사,Engel,1
명사,Frieden,1
명사,Fieber,1
명사,Gegengrund,1
명사,Urlaubsreise,1
명사,Deutschkurs,1
명사,Parken,1
명사,Langem,1
명사,Teilzeitarbeit,1
명사,Protest,1
명사,Picknicke,1
명사,Aufmerksamkeit,1
명사,Markus,1
명사,Windpock,1
명사,Schwimmen,1
명사,Kanal,1
명사,Schiffsverkehr,1
명사,Fachliteratur,1
명사,Sparsamkeit,1
명사,Motorradfahrer,1
명사,Kopfverletzung,1
명사,Helm,1
명사,Tion,1
명사,Freude,1
명사,Such,1
명사,Bakterie,1
명사,Teilung,1
명사,Unfallrisiko,1
명사,Satzgefüge,1
명사,Voraussetzung,1
명사,Nebenjob,1
명사,Jobvermittlung,1
명사,Referat,1
명사,Literatur,1
명사,Mailbox,1
명사,Kontaktlinsen,1
명사,Disco,1
명사,Knopf,1
명사,Telefonzelle,1
명사,Fahrausweis,1
명사,Schlimme,1
명사,Terpentin,1
명사,Pier,1
명사,Endete,1
명사,Langsamer,1
명사,Öffnung,1
명사,Nachbarland,1
명사,Verlassen,1
명사,Sonnenaufgang,1
명사,Mitleid,1
명사,Bettler,1
명사,Vorzeigen,1
명사,Beachtung,1
명사,Erweiterung,1
명사,Verlust,1
명사,Nummer,1
명사,Üben,1
명사,Klavierspieler,1
명사,Ausfüllen,1
명사,Großtante,1
명사,Stadtsparkasse,1
명사,Kolleginn,1
명사,Gehaltserhöhung,1
명사,Stellenanzeig,1
명사,Rundschau,1
명사,Privatbank,1
명사,Abteilungsleiter,1
명사,Breuer,1
명사,Entfernung,1
명사,Stadtwald,1
명사,Haupt,1
명사,Schwager,1
명사,Französische,1
명사,Gras,1
명사,Kaufhaus,1
명사,Unterschreibe,1
명사,Vertrag,1
명사,Ärger,1
명사,Bericht,1
명사,Pizza,1
명사,Studentenwerk,1
명사,Geldautomat,1
명사,Kürze,1
명사,Knall,1
명사,Studiengebühr,1
명사,Studierendenzahle,1
명사,Dom,1
명사,Ausstellung,1
명사,Gedicht,1
명사,Abendbrot,1
명사,Linksattribute,1
명사,Rechtsattribute,1
명사,Carola,1
명사,Zugswort,1
명사,Notiz,1
명사,Assistentin,1
명사,Aftributsatz,1
명사,Galileis,1
명사,Behauptung,1
명사,Entschluss,1
명사,Mathematik,1
명사,Lang,1
명사,Nominativ,1
명사,Cinema,1
명사,Brasilianer,1
명사,Sprachproblem,1
명사,Woist,1
명사,Pause,1
명사,Kaiserhof,1
명사,Hochzeit,1
명사,Palästinenser,1
명사,Stadtrand,1
명사,Schluck,1
명사,Vertrauen,1
명사,Emanzipation,1
명사,Crem,1
명사,Klammer,1
명사,Schulbus,1
명사,Hassan,1
명사,Kostas,1
명사,Wanderer,1
명사,Ersatzbus,1
명사,Beleuchtung,1
명사,Aussprache,1
명사,Garantiezeit,1
명사,Nebenhaus,1
명사,Protestaktion,1
명사,Unterstützung,1
명사,Deutschlehrerin,1
명사,Zynismus,1
명사,Klassenbest,1
명사,Englischlehrerin,1
명사,Tanzkurs,1
명사,Geschichtslehrer,1
명사,Kleine,1
명사,Flohmarkt,1
명사,Fachgeschäft,1
명사,Inhaber,1
명사,Bluse,1
명사,Nette,1
명사,Aue,1
명사,Mammut,1
명사,Elefantenart,1
명사,Konsul,1
명사,Türkin,1
명사,Ostseeküste,1
명사,Zwergstaat,1
명사,Nominalform,1
명사,Erinnerung,1
명사,Pyramide,1
명사,Europäer,1
명사,Ureinwohner,1
명사,Aborigines,1
명사,Interessiert,1
명사,Hörst,1
명사,Überweist,1
명사,Kasten,1
명사,Arbeitszimmer,1
명사,Breschreibe,1
명사,Verwend,1
명사,Bart,1
명사,Jeans,1
명사,Ökologie,1
명사,Interesse,1
명사,Jazz,1
명사,Doppelnegation,1
명사,Verneinen,1
명사,Ausdruck,1
명사,Lest,1
명사,Dinosaurier,1
명사,Beantwortung,1
명사,Tionswörter,1
명사,Faustregel,1
명사,Sein,1
명사,Schläft,1
명사,Orten,1
명사,Ust,1
명사,Son,1
명사,Hafenstädte,1
명사,Säugetier,1
명사,Situation,1
명사,Kontext,1
명사,Etwas,1
명사,Generalisierung,1
명사,Bezeichnung,1
명사,Rab,1
명사,Käseaus,1
명사,Nullform,1
명사,Pluralform,1
명사,Brüder,1
명사,Stoffname,1
명사,Ring,1
명사,Gold,1
명사,Personennam,1
명사,Städtename,1
명사,Neutrum,1
명사,Gruppenbezeichnung,1
명사,Nationalität,1
명사,Religion,1
명사,Christ,1
명사,Sprichwörter,1
명사,Zwillingsformel,1
명사,Reihung,1
명사,Weltreise,1
명사,Schlagzeile,1
명사,Medium,1
명사,Gebraucht,1
명사,Paar,1
명사,Braucht,1
명사,Benzin,1
명사,Diesel,1
명사,Traum,1
명사,Alpen,1
명사,Gebirge,1
명사,Hector,1
명사,Sauerstoff,1
명사,Kerze,1
명사,Nichtraucher,1
명사,Einreise,1
명사,Paß,1
명사,Druckfehler,1
명사,Ausgabe,1
명사,Besitzerin,1
명사,Villa,1
명사,Fahrzeugpapier,1
명사,Testament,1
명사,Begründer,1
명사,Relativitätstheorie,1
명사,Vergnügen,1
명사,Filmschauspielerin,1
명사,Aussehen,1
명사,Intelligenz,1
명사,Bedenken,1
명사,Satzzeiche,1
명사,Semikolon,1
명사,Fragezeichen,1
명사,Fragesätze,1
명사,Ausrufezeichen,1
명사,Ausruf,1
명사,Imperativen,1
명사,Doppelpunkt,1
명사,Anführungszeichen,1
명사,Trag,1
명사,Saal,1
명사,Einzelheit,1
명사,Publikum,1
명사,Großbuchstaben,1
명사,Vollverb,1
명사,Hilfsverb,1
명사,Modalverb,1
명사,Demonstrativpronomen,1
명사,Indefinitpronom,1
명사,Possessivpronomen,1
명사,Aktivsatz,1
명사,Häufig,1
명사,Kuss,1
명사,Wange,1
명사,Modal,1
명사,Attributsatz,1
명사,Hilfsverben,1
명사,Konjugation,1
명사,Linksattribut,1
명사,Allff,1
명사,Übersetzung,1
명사,Konn,1
명사,Elend,1
명사,Befahl,1
명사,Begbnn,1
명사,Band,1
명사,Gebrat,1
명사,Brennen,1
명사,Brachte,1
명사,Entscheiden,1
명사,Floh,1
명사,Gelingen,1
명사,Genieße,1
명사,Genoss,1
명사,Genosse,1
명사,Gewinnen,1
명사,Schmelze,1
명사,Schneiden,1
명사,Griff,1
명사,Kannte,1
명사,Lieh,1
명사,Las,1
명사,Mied,1
명사,Riet,1
명사,Rieb,1
명사,Rannte,1
명사,Rang,1
명사,Geschienen,1
명사,Schlief,1
명사,Schnitt,1
명사,Schrie,1
명사,Kureeereerrerer,1
명사,Kerrernerere,1
명사,Kurserenrerer,1
명사,Kerserreeren,1
명사,Kunssurerrererreernn,1
명사,Kureerer,1
명사,Keunussereerererererenenn,1
명사,Kunsnereererene,1
명사,Ner,1
명사,Kerneerrerrer,1
명사,Schwimm,1
명사,Schwamm,1
명사,Schwand,1
명사,Springen,1
명사,Stahl,1
명사,Strich,1
명사,Trank,1
명사,Wandte,1
명사,Verzieh,1
명사,Zwang,1
명사,Trenn,1
명사,Kunennrrernen,1
명사,Une,1
명사,Reed,1
명사,Base,1
명사,Titel,1
명사,Grammatikfertigkeit,1
명사,Praxisorientiertes,1
명사,Grammatikmodell,1
명사,Lehrend,1
명사,Deutschlerner,1
명사,Tik,1
명사,Struktur,1
명사,Turtur,1
명사,Schriftsprach,1
명사,Information,1
명사,Aspekt,1
명사,Gesellschaft,1
명사,Vorbereitung,1
명사,Sprechen,1
명사,Textproduktion,1
명사,Prüfungsbeispiel,1
명사,Satzblättern,1
동사,kommen,147
동사,haben,146
동사,gehen,136
동사,fahren,112
동사,stehen,96
동사,machen,92
동사,geben,91
동사,finden,59
동사,bleiben,57
동사,setzen,55
동사,sehen,49
동사,arbeiten,49
동사,studieren,48
동사,sprechen,47
동사,lernen,44
동사,liegen,43
동사,kaufen,42
동사,lesen,42
동사,bilden,41
동사,besuchen,41
동사,helfen,40
동사,gehören,40
동사,wissen,39
동사,nennen,38
동사,lassen,37
동사,wohnen,37
동사,sitzen,36
동사,muss,36
동사,nehmen,34
동사,schreiben,33
동사,schlafen,33
동사,beginnen,33
동사,brauchen,33
동사,bringen,32
동사,sagen,30
동사,benutzen,29
동사,heißen,29
동사,zeigen,28
동사,spielen,27
동사,leben,26
동사,warten,25
동사,essen,25
동사,freuen,25
동사,halten,23
동사,fallen,22
동사,tragen,22
동사,stellen,22
동사,laufen,21
동사,denken,21
동사,fliegen,21
동사,ziehen,21
동사,tun,21
동사,öffnen,20
동사,bezahlen,20
동사,erzählen,20
동사,treffen,19
동사,empfehlen,19
동사,waschen,19
동사,hängen,19
동사,schaffen,18
동사,müssen,17
동사,verstehen,17
동사,beantworten,17
동사,kennen,17
동사,rennen,17
동사,regnen,17
동사,ergänzen,17
동사,hören,16
동사,bitten,16
동사,trinken,16
동사,operieren,16
동사,rechnen,15
동사,stoßen,15
동사,bilde,15
동사,suchen,15
동사,schließen,15
동사,übersetzen,15
동사,anrufen,15
동사,verwenden,15
동사,schenken,15
동사,vergessen,14
동사,fragen,14
동사,verlassen,14
동사,wenden,14
동사,fällen,14
동사,rufen,14
동사,steigen,14
동사,laden,13
동사,mitbringen,13
동사,entscheiden,13
동사,bekommen,13
동사,ändern,12
동사,wachsen,12
동사,ankommen,12
동사,wiederholen,12
동사,bestehen,12
동사,gelingen,11
동사,treten,11
동사,zahlen,11
동사,verkaufen,11
동사,bedanken,11
동사,bestimmen,11
동사,interessieren,11
동사,dauern,10
동사,spazieren,10
동사,betreten,10
동사,fehlen,10
동사,ansehen,10
동사,verlangen,10
동사,sterben,10
동사,ersetzen,10
동사,geschehen,9
동사,holen,9
동사,entschuldigen,9
동사,legen,9
동사,erkundigen,9
동사,gewinnen,9
동사,werfen,9
동사,passieren,9
동사,haben,9
동사,sorgen,9
동사,schicken,9
동사,stecken,9
동사,ernennen,9
동사,handeln,8
동사,danken,8
동사,atmen,8
동사,begegnen,8
동사,erinnern,8
동사,antworten,8
동사,untersuchen,8
동사,erklären,8
동사,beschweren,8
동사,wundern,8
동사,unterhalten,8
동사,singen,8
동사,leiden,8
동사,informieren,8
동사,verbringen,8
동사,frühstücken,8
동사,achten,8
동사,musst,8
동사,hoffen,8
동사,gelten,7
동사,verlieren,7
동사,sammeln,7
동사,isst,7
동사,haben,7
동사,kochen,7
동사,diskutieren,7
동사,unterscheiden,7
동사,leisten,7
동사,bauen,7
동사,brennen,7
동사,wechseln,7
동사,verzichten,7
동사,rauchen,7
동사,lässt,7
동사,schmecken,7
동사,erreichen,7
동사,telefonieren,7
동사,kämpfen,7
동사,schützen,7
동사,vorbereiten,6
동사,verändern,6
동사,klingeln,6
동사,stehlen,6
동사,raten,6
동사,abholen,6
동사,ausziehen,6
동사,heben,6
동사,befinden,6
동사,reisen,6
동사,bieten,6
동사,fliehen,6
동사,scheinen,6
동사,schieben,6
동사,leihen,6
동사,putzen,6
동사,schlagen,6
동사,gratulieren,6
동사,stören,6
동사,parken,6
동사,deklinieren,6
동사,ärgern,6
동사,kennenlernen,6
동사,versuchen,6
동사,beenden,6
동사,glauben,5
동사,beobachten,5
동사,entdecken,5
동사,erkennen,5
동사,beschäftigen,5
동사,überlegen,5
동사,nachdenken,5
동사,teilnehmen,5
동사,melden,5
동사,abgeben,5
동사,abfahren,5
동사,bewerben,5
동사,entschlossen,5
동사,ereignen,5
동사,irren,5
동사,kümmern,5
동사,vorstellen,5
동사,kannst,5
동사,brechen,5
동사,schwimmen,5
동사,sinken,5
동사,treiben,5
동사,wollen,5
동사,besitzen,5
동사,verletzen,5
동사,reparieren,5
동사,wiederfinden,5
동사,protestieren,5
동사,berichten,5
동사,verbieten,5
동사,kennst,5
동사,trennen,5
동사,geliehen,5
동사,gebären,5
동사,lieben,5
동사,begrüßen,5
동사,heiraten,5
동사,gewöhnen,5
동사,lachen,5
동사,trainieren,5
동사,reißen,4
동사,einladen,4
동사,erhalten,4
동사,antworten,4
동사,überqueren,4
동사,anmelden,4
동사,mitnehmen,4
동사,kämmen,4
동사,verlieben,4
동사,merken,4
동사,wunderen,4
동사,kosten,4
동사,rannen,4
동사,fließen,4
동사,vergleichen,4
동사,schreien,4
동사,schweigen,4
동사,streiten,4
동사,werben,4
동사,abschließen,4
동사,verheiraten,4
동사,abbrechen,4
동사,siehst,4
동사,weisen,4
동사,ausdrücken,4
동사,warnen,4
동사,zerstören,4
동사,kommsen,4
동사,ren,4
동사,vorlegen,4
동사,besorgen,4
동사,erlauben,4
동사,transportieren,4
동사,beabsichtigen,4
동사,besichtigen,4
동사,blühen,4
동사,springen,4
동사,sodass,4
동사,verbinden,4
동사,kleben,4
동사,verwechseln,4
동사,bemühen,4
동사,verabschieden,4
동사,fangen,4
동사,erscheinen,3
동사,beachten,3
동사,zeichnen,3
동사,verbessern,3
동사,lächeln,3
동사,stiehlen,3
동사,befehlen,3
동사,schläfen,3
동사,willst,3
동사,fen,3
동사,erinnern,3
동사,zerreißen,3
동사,betonen,3
동사,unterstreichen,3
동사,anfangen,3
동사,vorlesen,3
동사,zuhören,3
동사,antworten,3
동사,kontrollieren,3
동사,anhalten,3
동사,reden,3
동사,entschließen,3
동사,erholen,3
동사,erkälten,3
동사,schämen,3
동사,verhalten,3
동사,kannstn,3
동사,können,3
동사,bleibst,3
동사,gießen,3
동사,messen,3
동사,vermeiden,3
동사,weißen,3
동사,verschwinden,3
동사,wiegen,3
동사,abreisen,3
동사,mieten,3
동사,findesen,3
동사,feiern,3
동사,einschlafen,3
동사,gelangen,3
동사,schneiden,3
동사,reinigen,3
동사,installieren,3
동사,stimmen,3
동사,einführen,3
동사,hereinkommen,3
동사,möchtest,3
동사,verreisen,3
동사,verbinden,3
동사,meinen,3
동사,ausgezogen,3
동사,streichen,3
동사,zustimmen,3
동사,ausmachen,3
동사,brauchsten,3
동사,wasch,3
동사,verpassen,3
동사,aufstehen,3
동사,nähern,3
동사,schaden,3
동사,anbieten,3
동사,versprechen,3
동사,packen,3
동사,zweifeln,3
동사,konzentrieren,3
동사,verstoßen,3
동사,klagen,3
동사,abhängen,3
동사,fürchten,3
동사,überreden,3
동사,überzeugen,3
동사,einkaufen,3
동사,erhöhen,3
동사,kündigen,3
동사,kehren,3
동사,funktionieren,3
동사,zurückgehen,3
동사,fangen,3
동사,graben,3
동사,eignen,2
동사,beweisen,2
동사,heizen,2
동사,hilfen,2
동사,sprichen,2
동사,siehen,2
동사,fährst,2
동사,schlafen,2
동사,saufen,2
동사,säufen,2
동사,werden,2
동사,gehst,2
동사,weinen,2
동사,behalten,2
동사,fernsehen,2
동사,einstellen,2
동사,zurückgeben,2
동사,durchlesen,2
동사,ausschalten,2
동사,empfangen,2
동사,abfliegen,2
동사,vorbeifahren,2
동사,einsteigen,2
동사,aussteigen,2
동사,bestellen,2
동사,verschreiben,2
동사,vornehmen,2
동사,wünschen,2
동사,lernen,2
동사,senden,2
동사,wart,2
동사,blasen,2
동사,erschrecken,2
동사,riechen,2
동사,vergissen,2
동사,stechen,2
동사,verderben,2
동사,verlässt,2
동사,mitteilen,2
동사,schauen,2
동사,anstellen,2
동사,erfinden,2
동사,aufwachen,2
동사,lösen,2
동사,bewegen,2
동사,träumen,2
동사,konnen,2
동사,baden,2
동사,führen,2
동사,füllen,2
동사,einbauen,2
동사,einsetzen,2
동사,gegossen,2
동사,anziehen,2
동사,darfstn,2
동사,sperren,2
동사,erfüllen,2
동사,erlauben,2
동사,räumen,2
동사,best,2
동사,müssen,2
동사,ben,2
동사,stehlen,2
동사,behindern,2
동사,freilassen,2
동사,abgereisen,2
동사,rechnest,2
동사,besuchst,2
동사,gib,2
동사,setzen,2
동사,vermuten,2
동사,einziehen,2
동사,verabreden,2
동사,aßen,2
동사,einfallen,2
동사,nützen,2
동사,leih,2
동사,befestigen,2
동사,leiten,2
동사,eilen,2
동사,spezialisieren,2
동사,aufhören,2
동사,befassen,2
동사,rege,2
동사,trauern,2
동사,erkennst,2
동사,gehören,2
동사,berechtigen,2
동사,verwand,2
동사,erwartest,2
동사,erwarten,2
동사,rauchst,2
동사,enttäuschen,2
동사,verpflichten,2
동사,verdienen,2
동사,blättern,2
동사,telefoniern,2
동사,fühlen,2
동사,angeschnallen,2
동사,ankündigen,2
동사,aufnehmen,2
동사,dass,2
동사,vertrocknen,2
동사,üben,2
동사,aussehen,2
동사,fällen,2
동사,drehen,2
동사,ansprechen,2
동사,umziehen,2
동사,auszuwandern,2
동사,verwirklichen,2
동사,fährstn,2
동사,leihen,2
동사,schaffsen,2
동사,ner,2
동사,zurückkehren,2
